item_id,name
14375,Sanguine Cuffs
14376,Sanguine Cape
14377,Sanguine Handwraps
14378,Sanguine Mantle
14379,Sanguine Trousers
14380,Sanguine Robe
14397,Resilient Mantle
14398,Resilient Tunic
14399,Resilient Boots
14400,Resilient Cape
14401,Resilient Cap
14402,Resilient Bands
14403,Resilient Handgrips
14404,Resilient Leggings
14405,Resilient Robe
14406,Resilient Cord
14407,Stonecloth Vest
14408,Stonecloth Boots
14409,Stonecloth Cape
14410,Stonecloth Circlet
14411,Stonecloth Gloves
14412,Stonecloth Epaulets
14413,Stonecloth Robe
14414,Stonecloth Belt
14415,Stonecloth Britches
14416,Stonecloth Bindings
14417,Silksand Tunic
14418,Silksand Boots
14419,Silksand Bracers
14420,Silksand Cape
14421,Silksand Circlet
14422,Silksand Gloves
14423,Silksand Shoulder Pads
14424,Silksand Legwraps
14425,Silksand Wraps
14426,Silksand Girdle
14427,Windchaser Wraps
14428,Windchaser Footpads
14429,Windchaser Cuffs
14430,Windchaser Cloak
14431,Windchaser Handguards
14432,Windchaser Amice
14433,Windchaser Woolies
14434,Windchaser Robes
14435,Windchaser Cinch
14436,Windchaser Coronet
14437,Venomshroud Vest
14438,Venomshroud Boots
14439,Venomshroud Armguards
14440,Venomshroud Cape
14441,Venomshroud Mask
14442,Venomshroud Mitts
14443,Venomshroud Mantle
14444,Venomshroud Leggings
14445,Venomshroud Silk Robes
14446,Venomshroud Belt
14447,Highborne Footpads
14448,Highborne Bracelets
14449,Highborne Crown
14450,Highborne Cloak
14451,Highborne Gloves
14452,Highborne Pauldrons
14453,Highborne Robes
14454,Highborne Cord
14455,Highborne Padded Armor
14457,Elunarian Cuffs
14458,Elunarian Boots
14459,Elunarian Cloak
14461,Elunarian Handgrips
14462,Elunarian Sarong
14463,Elunarian Spaulders
14465,Elunarian Belt
14466,Pattern: Frostweave Tunic
14467,Pattern: Frostweave Robe
14468,Pattern: Runecloth Bag
14469,Pattern: Runecloth Robe
14470,Pattern: Runecloth Tunic
14471,Pattern: Cindercloth Vest
14474,Pattern: Frostweave Gloves
14476,Pattern: Cindercloth Gloves
14477,Pattern: Ghostweave Gloves
14478,Pattern: Brightcloth Robe
14479,Pattern: Brightcloth Gloves
14480,Pattern: Ghostweave Vest
14482,Pattern: Cindercloth Cloak
14483,Pattern: Felcloth Pants
14484,Pattern: Brightcloth Cloak
14488,Pattern: Runecloth Boots
14490,Pattern: Cindercloth Pants
14491,Pattern: Runecloth Pants
14492,Pattern: Felcloth Boots
14494,Pattern: Brightcloth Pants
14496,Pattern: Felcloth Hood
14497,Pattern: Mooncloth Leggings
14498,Pattern: Runecloth Headband
14499,Pattern: Mooncloth Bag
14500,Pattern: Wizardweave Robe
14501,Pattern: Mooncloth Vest
14504,Pattern: Runecloth Shoulders
14505,Pattern: Wizardweave Turban
14507,Pattern: Mooncloth Shoulders
14508,Pattern: Felcloth Shoulders
14509,Pattern: Mooncloth Circlet
14510,Pattern: Bottomless Bag
14511,Pattern: Gloves of Spell Mastery
14512,Pattern: Truefaith Vestments
14513,Pattern: Robe of the Archmage
14514,Pattern: Robe of the Void
14526,Pattern: Mooncloth
14529,Runecloth Bandage
14530,Heavy Runecloth Bandage
14536,Bonebrace Hauberk
14549,Boots of Avoidance
14551,Edgemaster's Handguards
14552,Stockade Pauldrons
14553,Sash of Mercy
14554,Cloudkeeper Legplates
14555,Alcor's Sunrazor
14557,The Lion Horn of Stormwind
14559,Prospector's Sash
14560,Prospector's Boots
14561,Prospector's Cuffs
14562,Prospector's Chestpiece
14563,Prospector's Cloak
14564,Prospector's Mitts
14565,Prospector's Woolies
14566,Prospector's Pads
14567,Bristlebark Belt
14568,Bristlebark Boots
14569,Bristlebark Bindings
14570,Bristlebark Blouse
14571,Bristlebark Cape
14572,Bristlebark Gloves
14573,Bristlebark Amice
14574,Bristlebark Britches
14578,Dokebi Cord
14579,Dokebi Boots
14580,Dokebi Bracers
14581,Dokebi Chestguard
14582,Dokebi Cape
14583,Dokebi Gloves
14584,Dokebi Hat
14585,Dokebi Leggings
14587,Dokebi Mantle
14588,Hawkeye's Cord
14589,Hawkeye's Shoes
14590,Hawkeye's Bracers
14591,Hawkeye's Helm
14592,Hawkeye's Tunic
14593,Hawkeye's Cloak
14594,Hawkeye's Gloves
14595,Hawkeye's Breeches
14596,Hawkeye's Epaulets
14598,Warden's Waistband
14599,Warden's Footpads
14600,Warden's Wristbands
14601,Warden's Wraps
14602,Warden's Cloak
14603,Warden's Mantle
14604,Warden's Wizard Hat
14605,Warden's Woolies
14606,Warden's Gloves
14607,Hawkeye's Buckler
14608,Dokebi Buckler
14627,Pattern: Bright Yellow Shirt
14630,Pattern: Enchanter's Cowl
14634,Recipe: Frost Oil
14635,Pattern: Gem-studded Leather Belt
14639,Schematic: Minor Recombobulator
14652,Scorpashi Sash
14653,Scorpashi Slippers
14654,Scorpashi Wristbands
14655,Scorpashi Breastplate
14656,Scorpashi Cape
14657,Scorpashi Gloves
14658,Scorpashi Skullcap
14659,Scorpashi Leggings
14660,Scorpashi Shoulder Pads
14661,Keeper's Cord
14662,Keeper's Hooves
14663,Keeper's Bindings
14664,Keeper's Armor
14665,Keeper's Cloak
14666,Keeper's Gloves
14667,Keeper's Wreath
14668,Keeper's Woolies
14669,Keeper's Mantle
14670,Pridelord Armor
14671,Pridelord Boots
14672,Pridelord Bands
14673,Pridelord Cape
14674,Pridelord Girdle
14675,Pridelord Gloves
14676,Pridelord Halo
14677,Pridelord Pants
14678,Pridelord Pauldrons
14682,Indomitable Armguards
14683,Indomitable Cloak
14684,Indomitable Belt
14688,Indomitable Epaulets
14722,War Paint Anklewraps
14723,War Paint Bindings
14724,War Paint Cloak
14725,War Paint Waistband
14726,War Paint Gloves
14727,War Paint Legguards
14728,War Paint Shoulder Pads
14729,War Paint Shield
14730,War Paint Chestpiece
14742,Hulking Boots
14743,Hulking Bands
14744,Hulking Chestguard
14745,Hulking Cloak
14746,Hulking Belt
14747,Hulking Gauntlets
14748,Hulking Leggings
14749,Hulking Spaulders
14750,Slayer's Cuffs
14751,Slayer's Surcoat
14752,Slayer's Cape
14753,Slayer's Skullcap
14754,Slayer's Gloves
14755,Slayer's Sash
14756,Slayer's Slippers
14757,Slayer's Pants
14758,Slayer's Shoulderguards
14759,Enduring Bracers
14760,Enduring Breastplate
14761,Enduring Belt
14762,Enduring Boots
14763,Enduring Cape
14764,Enduring Gauntlets
14765,Enduring Circlet
14766,Enduring Breeches
14767,Enduring Pauldrons
14768,Ravager's Armor
14769,Ravager's Sandals
14770,Ravager's Armguards
14771,Ravager's Cloak
14772,Ravager's Handwraps
14773,Ravager's Cord
14774,Ravager's Crown
14775,Ravager's Woolies
14776,Ravager's Mantle
14777,Ravager's Shield
14778,Khan's Bindings
14779,Khan's Chestpiece
14780,Khan's Buckler
14781,Khan's Cloak
14782,Khan's Gloves
14783,Khan's Belt
14784,Khan's Greaves
14785,Khan's Helmet
14786,Khan's Legguards
14787,Khan's Mantle
14788,Protector Armguards
14789,Protector Breastplate
14790,Protector Buckler
14791,Protector Cape
14792,Protector Gauntlets
14793,Protector Waistband
14794,Protector Ankleguards
14795,Protector Helm
14796,Protector Legguards
14797,Protector Pads
14798,Bloodlust Breastplate
14799,Bloodlust Boots
14801,Bloodlust Cape
14802,Bloodlust Gauntlets
14803,Bloodlust Belt
14804,Bloodlust Helm
14805,Bloodlust Britches
14806,Bloodlust Epaulets
14807,Bloodlust Bracelets
14808,Warstrike Belt
14810,Warstrike Armsplints
14811,Warstrike Chestguard
14813,Warstrike Cape
14821,Symbolic Breastplate
14825,Symbolic Crest
14826,Symbolic Gauntlets
14827,Symbolic Belt
14828,Symbolic Greaves
14829,Symbolic Legplates
14830,Symbolic Pauldrons
14831,Symbolic Crown
14832,Symbolic Vambraces
14833,Tyrant's Gauntlets
14834,Tyrant's Armguards
14835,Tyrant's Chestpiece
14838,Tyrant's Belt
14839,Tyrant's Greaves
14840,Tyrant's Legplates
14841,Tyrant's Epaulets
14842,Tyrant's Shield
14843,Tyrant's Helm
14844,Sunscale Chestguard
14846,Sunscale Gauntlets
14847,Sunscale Belt
14848,Sunscale Sabatons
14849,Sunscale Helmet
14850,Sunscale Legplates
14851,Sunscale Spaulders
14852,Sunscale Shield
14853,Sunscale Wristguards
14854,Vanguard Breastplate
14855,Vanguard Gauntlets
14856,Vanguard Girdle
14857,Vanguard Sabatons
14858,Vanguard Headdress
14859,Vanguard Legplates
14860,Vanguard Pauldrons
14861,Vanguard Vambraces
14863,Warleader's Gauntlets
14864,Warleader's Belt
14867,Warleader's Leggings
14868,Warleader's Shoulders
14869,Warleader's Bracers
14895,Saltstone Surcoat
14896,Saltstone Sabatons
14897,Saltstone Gauntlets
14898,Saltstone Girdle
14899,Saltstone Helm
14900,Saltstone Legplates
14901,Saltstone Shoulder Pads
14902,Saltstone Shield
14903,Saltstone Armsplints
14904,Brutish Breastplate
14905,Brutish Gauntlets
14906,Brutish Belt
14907,Brutish Helmet
14908,Brutish Legguards
14909,Brutish Shoulders
14910,Brutish Armguards
14911,Brutish Boots
14912,Brutish Shield
14913,Jade Greaves
14914,Jade Bracers
14915,Jade Breastplate
14916,Jade Deflector
14917,Jade Gauntlets
14918,Jade Belt
14919,Jade Circlet
14920,Jade Legplates
14921,Jade Epaulets
14922,Lofty Sabatons
14923,Lofty Armguards
14924,Lofty Breastplate
14925,Lofty Helm
14926,Lofty Gauntlets
14927,Lofty Belt
14928,Lofty Legguards
14929,Lofty Shoulder Pads
14930,Lofty Shield
14932,Heroic Greaves
14933,Heroic Gauntlets
14934,Heroic Girdle
14935,Heroic Skullcap
14936,Heroic Legplates
14937,Heroic Pauldrons
14938,Heroic Bracers
14939,Warbringer's Chestguard
14940,Warbringer's Sabatons 
14941,Warbringer's Armsplints
14942,Warbringer's Gauntlets
14943,Warbringer's Belt
14944,Warbringer's Crown
14945,Warbringer's Legguards
14946,Warbringer's Spaulders
14947,Warbringer's Shield
14948,Bloodforged Chestpiece
14949,Bloodforged Gauntlets
14950,Bloodforged Belt
14951,Bloodforged Sabatons
14952,Bloodforged Helmet
14953,Bloodforged Legplates
14954,Bloodforged Shield
14955,Bloodforged Shoulder Pads
14956,Bloodforged Bindings
14957,High Chief's Sabatons
14958,High Chief's Armor
14959,High Chief's Gauntlets
14960,High Chief's Belt
14961,High Chief's Crown
14962,High Chief's Legguards
14963,High Chief's Pauldrons
14964,High Chief's Shield
14965,High Chief's Bindings
14966,Glorious Breastplate
14967,Glorious Gauntlets
14968,Glorious Belt
14969,Glorious Headdress
14970,Glorious Legplates
14971,Glorious Shoulder Pads
14972,Glorious Sabatons
14973,Glorious Shield
14974,Glorious Bindings
14977,Exalted Girdle
14979,Exalted Helmet
14983,Exalted Armsplints
15003,Primal Belt
15004,Primal Boots
15005,Primal Bands
15006,Primal Buckler
15007,Primal Cape
15008,Primal Mitts
15009,Primal Leggings
15010,Primal Wraps
15011,Lupine Cord
15012,Lupine Slippers
15013,Lupine Cuffs
15014,Lupine Buckler
15015,Lupine Cloak
15016,Lupine Handwraps
15017,Lupine Leggings
15018,Lupine Vest
15019,Lupine Mantle
15045,Green Dragonscale Breastplate
15046,Green Dragonscale Leggings
15047,Red Dragonscale Breastplate
15048,Blue Dragonscale Breastplate
15050,Black Dragonscale Breastplate
15051,Black Dragonscale Shoulders
15052,Black Dragonscale Leggings
15054,Volcanic Leggings
15056,Stormshroud Armor
15057,Stormshroud Pants
15058,Stormshroud Shoulders
15059,Living Breastplate
15060,Living Leggings
15061,Living Shoulders
15062,Devilsaur Leggings
15063,Devilsaur Gauntlets
15064,Warbear Harness
15065,Warbear Woolies
15066,Ironfeather Breastplate
15067,Ironfeather Shoulders
15069,Frostsaber Leggings
15070,Frostsaber Gloves
15071,Frostsaber Boots
15072,Chimeric Leggings
15073,Chimeric Boots
15074,Chimeric Gloves
15075,Chimeric Vest
15076,Heavy Scorpid Vest
15077,Heavy Scorpid Bracers
15079,Heavy Scorpid Leggings
15080,Heavy Scorpid Helm
15082,Heavy Scorpid Belt
15083,Wicked Leather Gauntlets
15084,Wicked Leather Bracers
15086,Wicked Leather Headband
15087,Wicked Leather Pants
15088,Wicked Leather Belt
15090,Runic Leather Armor
15091,Runic Leather Gauntlets
15092,Runic Leather Bracers
15093,Runic Leather Belt
15094,Runic Leather Headband
15095,Runic Leather Pants
15096,Runic Leather Shoulders
15110,Rigid Belt
15111,Rigid Moccasins
15112,Rigid Bracelets
15113,Rigid Buckler
15114,Rigid Cape
15115,Rigid Gloves
15116,Rigid Shoulders
15117,Rigid Leggings
15118,Rigid Tunic
15119,Highborne Pants
15120,Robust Girdle
15121,Robust Boots
15122,Robust Bracers
15123,Robust Buckler
15124,Robust Cloak
15125,Robust Gloves
15126,Robust Leggings
15127,Robust Shoulders
15128,Robust Tunic
15129,Robust Helm
15130,Cutthroat's Vest
15131,Cutthroat's Boots
15132,Cutthroat's Armguards
15133,Cutthroat's Buckler
15134,Cutthroat's Hat
15135,Cutthroat's Cape
15136,Cutthroat's Belt
15137,Cutthroat's Mitts
15138,Onyxia Scale Cloak
15139,Cutthroat's Pants
15140,Cutthroat's Mantle
15142,Ghostwalker Boots
15143,Ghostwalker Bindings
15144,Ghostwalker Rags
15145,Ghostwalker Buckler
15146,Ghostwalker Crown
15147,Ghostwalker Cloak
15148,Ghostwalker Belt
15149,Ghostwalker Gloves
15150,Ghostwalker Pads
15151,Ghostwalker Legguards
15152,Nocturnal Shoes
15153,Nocturnal Cloak
15154,Nocturnal Sash
15155,Nocturnal Gloves
15156,Nocturnal Cap
15157,Nocturnal Leggings
15158,Nocturnal Shoulder Pads
15159,Nocturnal Tunic
15160,Nocturnal Wristbands
15161,Imposing Belt
15162,Imposing Boots
15163,Imposing Bracers
15164,Imposing Vest
15165,Imposing Cape
15166,Imposing Gloves
15167,Imposing Bandana
15168,Imposing Pants
15169,Imposing Shoulders
15170,Potent Armor
15171,Potent Boots
15172,Potent Bands
15173,Potent Cape
15174,Potent Gloves
15175,Potent Helmet
15176,Potent Pants
15177,Potent Shoulders
15178,Potent Belt
15179,Praetorian Padded Armor
15180,Praetorian Girdle
15181,Praetorian Boots
15182,Praetorian Wristbands
15183,Praetorian Cloak
15184,Praetorian Gloves
15185,Praetorian Coif
15186,Praetorian Leggings
15187,Praetorian Pauldrons
15188,Grand Armguards
15189,Grand Boots
15190,Grand Cloak
15191,Grand Belt
15192,Grand Gauntlets
15194,Grand Legguards
15195,Grand Breastplate
15210,Raider Shortsword
15211,Militant Shortsword
15212,Fighter Broadsword
15213,Mercenary Blade
15214,Nobles Brand
15215,Furious Falchion
15216,Rune Sword
15217,Widow Blade
15218,Crystal Sword
15219,Dimensional Blade
15220,Battlefell Sabre
15221,Holy War Sword
15222,Barbed Club
15223,Jagged Star
15224,Battlesmasher
15225,Sequoia Hammer
15226,Giant Club
15227,Diamond-Tip Bludgeon
15228,Smashing Star
15229,Blesswind Hammer
15230,Ridge Cleaver
15231,Splitting Hatchet
15232,Hacking Cleaver
15233,Savage Axe
15234,Greater Scythe
15235,Crescent Edge
15236,Moon Cleaver
15237,Corpse Harvester
15238,Warlord's Axe
15239,Felstone Reaver
15240,Demon's Claw
15241,Battle Knife
15242,Honed Stiletto
15243,Deadly Kris
15244,Razor Blade
15245,Vorpal Dagger
15246,Demon Blade
15247,Bloodstrike Dagger
15248,Gleaming Claymore
15249,Polished Zweihander
15250,Glimmering Flamberge
15251,Headstriker Sword
15252,Tusker Sword
15253,Beheading Blade
15254,Dark Espadon
15255,Gallant Flamberge
15256,Massacre Sword
15257,Shin Blade
15258,Divine Warblade
15259,Hefty Battlehammer
15260,Stone Hammer
15261,Sequoia Branch
15262,Greater Maul
15263,Royal Mallet
15264,Backbreaker
15265,Painbringer
15266,Fierce Mauler
15267,Brutehammer
15268,Twin-bladed Axe
15269,Massive Battle Axe
15270,Gigantic War Axe
15271,Colossal Great Axe
15272,Razor Axe
15273,Death Striker
15274,Diviner Long Staff
15275,Thaumaturgist Staff
15276,Magus Long Staff
15278,Solstice Staff
15279,Ivory Wand
15280,Wizard's Hand
15281,Glowstar Rod
15282,Dragon Finger
15283,Lunar Wand
15284,Long Battle Bow
15285,Archer's Longbow
15286,Long Redwood Bow
15287,Crusader Bow
15288,Blasthorn Bow
15289,Archstrike Bow
15291,Harpy Needler
15294,Siege Bow
15295,Quillfire Bow
15296,Hawkeye Bow
15297,Grizzly Bracers
15298,Grizzly Buckler
15299,Grizzly Cape
15300,Grizzly Gloves
15301,Grizzly Slippers
15302,Grizzly Belt
15303,Grizzly Pants
15304,Grizzly Jerkin
15305,Feral Shoes
15306,Feral Bindings
15307,Feral Buckler
15308,Feral Cord
15309,Feral Cloak
15310,Feral Gloves
15311,Feral Harness
15312,Feral Leggings
15313,Feral Shoulder Pads
15322,Smoothbore Gun
15323,Percussion Shotgun
15324,Burnside Rifle
15325,Sharpshooter Harquebus
15329,Wrangler's Belt
15330,Wrangler's Boots
15331,Wrangler's Wristbands
15332,Wrangler's Buckler
15333,Wrangler's Cloak
15334,Wrangler's Gloves
15336,Wrangler's Leggings
15337,Wrangler's Wraps
15338,Wrangler's Mantle
15339,Pathfinder Hat
15340,Pathfinder Cloak
15341,Pathfinder Footpads
15342,Pathfinder Guard
15343,Pathfinder Gloves
15344,Pathfinder Pants
15345,Pathfinder Shoulder Pads
15346,Pathfinder Vest
15347,Pathfinder Belt
15348,Pathfinder Bracers
15349,Headhunter's Belt
15350,Headhunter's Slippers
15351,Headhunter's Bands
15352,Headhunter's Buckler
15353,Headhunter's Headdress
15354,Headhunter's Cloak
15355,Headhunter's Mitts
15356,Headhunter's Armor
15357,Headhunter's Spaulders
15358,Headhunter's Woolies
15359,Trickster's Vest
15360,Trickster's Bindings
15361,Trickster's Sash
15362,Trickster's Boots
15363,Trickster's Headdress
15364,Trickster's Cloak
15365,Trickster's Handwraps
15366,Trickster's Leggings
15367,Trickster's Protector
15368,Trickster's Pauldrons
15369,Wolf Rider's Belt
15370,Wolf Rider's Boots
15371,Wolf Rider's Cloak
15372,Wolf Rider's Gloves
15373,Wolf Rider's Headgear
15374,Wolf Rider's Leggings
15375,Wolf Rider's Shoulder Pads
15376,Wolf Rider's Padded Armor
15377,Wolf Rider's Wristbands
15378,Rageclaw Belt
15379,Rageclaw Boots
15380,Rageclaw Bracers
15381,Rageclaw Chestguard
15382,Rageclaw Cloak
15383,Rageclaw Gloves
15384,Rageclaw Helm
15385,Rageclaw Leggings
15386,Rageclaw Shoulder Pads
15387,Jadefire Bracelets
15388,Jadefire Belt
15389,Jadefire Sabatons
15390,Jadefire Chestguard
15391,Jadefire Cap
15392,Jadefire Cloak
15393,Jadefire Gloves
15394,Jadefire Pants
15395,Jadefire Epaulets
15407,Cured Rugged Hide
15408,Heavy Scorpid Scale
15409,Refined Deeprock Salt
15410,Scale of Onyxia
15412,Green Dragonscale
15414,Red Dragonscale
15415,Blue Dragonscale
15416,Black Dragonscale
15417,Devilsaur Leather
15419,Warbear Leather
15420,Ironfeather
15422,Frostsaber Leather
15423,Chimera Leather
15425,Peerless Bracers
15426,Peerless Boots
15427,Peerless Cloak
15428,Peerless Belt
15429,Peerless Gloves
15430,Peerless Headband
15431,Peerless Leggings
15432,Peerless Shoulders
15433,Peerless Armor
15434,Supreme Sash
15436,Supreme Bracers
15437,Supreme Cape
15472,Charger's Belt
15473,Charger's Boots
15474,Charger's Bindings
15475,Charger's Cloak
15476,Charger's Handwraps
15477,Charger's Pants
15478,Charger's Shield
15479,Charger's Armor
15480,War Torn Girdle
15481,War Torn Greaves
15482,War Torn Bands
15483,War Torn Cape
15484,War Torn Handgrips
15485,War Torn Pants
15486,War Torn Shield
15487,War Torn Tunic
15488,Bloodspattered Surcoat
15489,Bloodspattered Sabatons
15490,Bloodspattered Cloak
15491,Bloodspattered Gloves
15492,Bloodspattered Sash
15493,Bloodspattered Loincloth
15494,Bloodspattered Shield
15495,Bloodspattered Wristbands
15496,Bloodspattered Shoulder Pads
15497,Outrunner's Cord
15498,Outrunner's Slippers
15499,Outrunner's Cuffs
15500,Outrunner's Chestguard
15501,Outrunner's Cloak
15502,Outrunner's Gloves
15503,Outrunner's Legguards
15504,Outrunner's Shield
15505,Outrunner's Pauldrons
15506,Grunt's AnkleWraps
15507,Grunt's Bracers
15508,Grunt's Cape
15509,Grunt's Handwraps
15510,Grunt's Belt
15511,Grunt's Legguards
15512,Grunt's Shield
15513,Grunt's Pauldrons
15514,Grunt's Chestpiece
15515,Spiked Chain Belt
15516,Spiked Chain Slippers
15517,Spiked Chain Wristbands
15518,Spiked Chain Breastplate
15519,Spiked Chain Cloak
15520,Spiked Chain Gauntlets
15521,Spiked Chain Leggings
15522,Spiked Chain Shield
15523,Spiked Chain Shoulder Pads
15524,Sentry's Surcoat
15525,Sentry's Slippers
15526,Sentry's Cape
15527,Sentry's Gloves
15528,Sentry's Sash
15529,Sentry's Leggings
15530,Sentry's Shield
15531,Sentry's Shoulderguards
15532,Sentry's Armsplints
15533,Sentry's Headdress
15534,Wicked Chain Boots
15535,Wicked Chain Bracers
15536,Wicked Chain Chestpiece
15537,Wicked Chain Cloak
15538,Wicked Chain Gauntlets
15539,Wicked Chain Waistband
15540,Wicked Chain Helmet
15541,Wicked Chain Legguards
15542,Wicked Chain Shoulder Pads
15543,Wicked Chain Shield
15544,Thick Scale Sabatons
15545,Thick Scale Bracelets
15546,Thick Scale Breastplate
15547,Thick Scale Cloak
15548,Thick Scale Gauntlets
15549,Thick Scale Belt
15550,Thick Scale Crown
15551,Thick Scale Legguards
15552,Thick Scale Shield
15553,Thick Scale Shoulder Pads
15554,Pillager's Girdle
15555,Pillager's Boots
15556,Pillager's Bracers
15557,Pillager's Chestguard
15558,Pillager's Crown
15559,Pillager's Cloak
15560,Pillager's Gloves
15561,Pillager's Leggings
15562,Pillager's Pauldrons
15563,Pillager's Shield
15564,Rugged Armor Kit
15565,Marauder's Boots
15566,Marauder's Bracers
15567,Marauder's Tunic
15568,Marauder's Cloak
15569,Marauder's Crest
15570,Marauder's Gauntlets
15571,Marauder's Belt
15572,Marauder's Circlet
15573,Marauder's Leggings
15574,Marauder's Shoulder Pads
15575,Sparkleshell Belt
15576,Sparkleshell Sabatons
15577,Sparkleshell Bracers
15578,Sparkleshell Breastplate
15579,Sparkleshell Cloak
15580,Sparkleshell Headwrap
15581,Sparkleshell Gauntlets
15582,Sparkleshell Legguards
15583,Sparkleshell Shoulder Pads
15584,Sparkleshell Shield
15589,Steadfast Stompers
15590,Steadfast Bracelets
15591,Steadfast Breastplate
15592,Steadfast Buckler
15593,Steadfast Coronet
15594,Steadfast Cloak
15595,Steadfast Gloves
15596,Steadfast Legplates
15597,Steadfast Shoulders
15598,Steadfast Girdle
15599,Ancient Greaves
15600,Ancient Vambraces
15601,Ancient Chestpiece
15602,Ancient Crown
15603,Ancient Cloak
15604,Ancient Defender
15605,Ancient Gauntlets
15606,Ancient Belt
15607,Ancient Legguards
15608,Ancient Pauldrons
15609,Bonelink Armor
15610,Bonelink Bracers
15611,Bonelink Cape
15612,Bonelink Gauntlets
15613,Bonelink Belt
15614,Bonelink Sabatons
15615,Bonelink Helmet
15616,Bonelink Legplates
15617,Bonelink Epaulets
15618,Bonelink Wall Shield
15619,Gryphon Mail Belt
15620,Gryphon Mail Bracelets
15621,Gryphon Mail Buckler
15622,Gryphon Mail Breastplate
15623,Gryphon Mail Crown
15624,Gryphon Cloak
15625,Gryphon Mail Gauntlets
15626,Gryphon Mail Greaves
15627,Gryphon Mail Legguards
15628,Gryphon Mail Pauldrons
15629,Formidable Bracers
15630,Formidable Sabatons
15631,Formidable Chestpiece
15632,Formidable Cape
15633,Formidable Crest
15634,Formidable Circlet
15635,Formidable Gauntlets
15636,Formidable Belt
15637,Formidable Legguards
15638,Formidable Shoulder Pads
15639,Ironhide Bracers
15640,Ironhide Breastplate
15641,Ironhide Belt
15642,Ironhide Greaves
15643,Ironhide Cloak
15644,Ironhide Gauntlets
15645,Ironhide Helmet
15646,Ironhide Legguards
15647,Ironhide Pauldrons
15648,Ironhide Shield
15649,Merciless Bracers
15650,Merciless Surcoat
15651,Merciless Crown
15652,Merciless Cloak
15653,Merciless Gauntlets
15654,Merciless Belt
15655,Merciless Legguards
15656,Merciless Epaulets
15657,Merciless Shield
15658,Impenetrable Sabatons
15659,Impenetrable Bindings
15660,Impenetrable Breastplate
15661,Impenetrable Cloak
15662,Impenetrable Gauntlets
15663,Impenetrable Belt
15664,Impenetrable Helmet
15665,Impenetrable Legguards
15666,Impenetrable Pauldrons
15668,Magnificent Bracers
15671,Magnificent Cloak
15672,Magnificent Gauntlets
15673,Magnificent Belt
15674,Magnificent Greaves
15676,Magnificent Leggings
15679,Triumphant Bracers
15681,Triumphant Cloak
15683,Triumphant Girdle
15693,Grand Shoulders
15694,Merciless Greaves
15696,Ruined Tome
15724,Pattern: Heavy Scorpid Bracers
15725,Pattern: Wicked Leather Gauntlets
15726,Pattern: Green Dragonscale Breastplate
15727,Pattern: Heavy Scorpid Vest
15728,Pattern: Wicked Leather Bracers
15729,Pattern: Chimeric Gloves
15731,Pattern: Runic Leather Gauntlets
15732,Pattern: Volcanic Leggings
15733,Pattern: Green Dragonscale Leggings
15734,Pattern: Living Shoulders
15735,Pattern: Ironfeather Shoulders
15737,Pattern: Chimeric Boots
15738,Pattern: Heavy Scorpid Gauntlets
15739,Pattern: Runic Leather Bracers
15740,Pattern: Frostsaber Boots
15741,Pattern: Stormshroud Pants
15742,Pattern: Warbear Harness
15743,Pattern: Heavy Scorpid Belt
15746,Pattern: Chimeric Leggings
15747,Pattern: Frostsaber Leggings
15748,Pattern: Heavy Scorpid Leggings
15749,Pattern: Volcanic Breastplate
15751,Pattern: Blue Dragonscale Breastplate
15752,Pattern: Living Leggings
15753,Pattern: Stormshroud Armor
15755,Pattern: Chimeric Vest
15757,Pattern: Wicked Leather Pants
15758,Pattern: Devilsaur Gauntlets
15759,Pattern: Black Dragonscale Breastplate
15760,Pattern: Ironfeather Breastplate
15761,Pattern: Frostsaber Gloves
15762,Pattern: Heavy Scorpid Helm
15763,Pattern: Blue Dragonscale Shoulders
15764,Pattern: Stormshroud Shoulders
15765,Pattern: Runic Leather Pants
15768,Pattern: Wicked Leather Belt
15770,Pattern: Black Dragonscale Shoulders
15771,Pattern: Living Breastplate
15772,Pattern: Devilsaur Leggings
15773,Pattern: Wicked Leather Armor
15774,Pattern: Heavy Scorpid Shoulders
15775,Pattern: Volcanic Shoulders
15776,Pattern: Runic Leather Armor
15779,Pattern: Frostsaber Tunic
15781,Pattern: Black Dragonscale Leggings
15794,Ripped Ogre Loincloth
15802,Mooncloth Boots
15807,Light Crossbow
15846,Salt Shaker
15869,Silver Skeleton Key
15870,Golden Skeleton Key
15871,Truesilver Skeleton Key
15872,Arcanite Skeleton Key
15890,Vanguard Shield
15891,Hulking Shield
15892,Slayer's Shield
15893,Prospector's Buckler
15894,Bristlebark Buckler
15895,Burnt Buckler
15905,Right-Handed Brass Knuckles
15906,Left-Handed Brass Knuckles
15912,Buccaneer's Orb
15918,Conjurer's Sphere
15925,Journeyman's Stave
15926,Spellbinder Orb
15927,Bright Sphere
15928,Silver-thread Rod
15929,Nightsky Orb
15930,Imperial Red Scepter
15931,Arcane Star
15932,Disciple's Stein
15933,Simple Branch
15934,Sage's Stave
15935,Durable Rod
15936,Duskwoven Branch
15937,Hibernal Sphere
15938,Mystical Orb
15939,Councillor's Scepter
15940,Elegant Scepter
15941,High Councillor's Scepter
15942,Master's Rod
15943,Imbued Shield
15944,Ancestral Orb
15945,Runic Stave
15946,Mystic's Sphere
15947,Sanguine Star
15962,Satyr's Rod
15963,Stonecloth Branch
